interval_width,algorithm,replication_number,interval_start,interval_end,duration
10000,sieve_of_sundaram,-1,327868,337868,0.1400003433227539
10000,naive_algorithm,-1,812235,822235,0.054967403411865234
10,sieve_of_eratosthenes,-1,204397,204407,0.024033784866333008
10,naive_algorithm,-1,964471,964481,0.0
100,sieve_of_sundaram,-1,392773,392873,0.16299891471862793
1000,sieve_of_eratosthenes,-1,127830,128830,0.014998197555541992
1000,sieve_of_sundaram,-1,191040,192040,0.07600760459899902
1000,sieve_of_sundaram,-1,586995,587995,0.26699209213256836
10000,naive_algorithm,-1,94472,104472,0.022998809814453125
10000,sieve_of_eratosthenes,-1,731944,741944,0.0950002670288086
10,sieve_of_sundaram,-1,540602,540612,0.2282545566558838
100,naive_algorithm,-1,572796,572896,0.0010013580322265625
10,naive_algorithm,-1,437162,437172,0.0
100,sieve_of_eratosthenes,-1,745387,745487,0.09703326225280762
1000,sieve_of_sundaram,-1,689529,690529,0.30099987983703613
10,sieve_of_eratosthenes,-1,205835,205845,0.025000333786010742
10,naive_algorithm,-1,712420,712430,0.0
10,sieve_of_sundaram,-1,863978,863988,0.4070110321044922
100,naive_algorithm,-1,975417,975517,0.0009891986846923828
10,sieve_of_sundaram,-1,931466,931476,0.42496752738952637
10000,sieve_of_eratosthenes,-1,948128,958128,0.12247180938720703
100,sieve_of_eratosthenes,-1,841765,841865,0.11403942108154297
10000,sieve_of_eratosthenes,-1,151984,161984,0.019001245498657227
1000,sieve_of_sundaram,-1,198509,199509,0.07695817947387695
1000,naive_algorithm,-1,837853,838853,0.0060002803802490234
10,naive_algorithm,-1,371548,371558,0.0
10,sieve_of_sundaram,-1,96131,96141,0.03699994087219238
100,sieve_of_eratosthenes,-1,56345,56445,0.0060002803802490234
100,sieve_of_eratosthenes,-1,356683,356783,0.0429997444152832
10,naive_algorithm,-1,189953,189963,0.0
10000,sieve_of_sundaram,-1,780826,790826,0.35000014305114746
100,sieve_of_eratosthenes,-1,595826,595926,0.07399988174438477
10000,naive_algorithm,-1,857202,867202,0.05701899528503418
10,sieve_of_sundaram,-1,371810,371820,0.15296721458435059
1000,sieve_of_sundaram,-1,848169,849169,0.3750009536743164
10,sieve_of_eratosthenes,-1,252761,252771,0.030997514724731445
1000,sieve_of_eratosthenes,-1,920276,921276,0.12100076675415039
10000,sieve_of_eratosthenes,-1,904982,914982,0.12099981307983398
10000,naive_algorithm,-1,802774,812774,0.05404162406921387
100,naive_algorithm,-1,918479,918579,0.0
100,sieve_of_eratosthenes,-1,259330,259430,0.030965328216552734
100,naive_algorithm,-1,82136,82236,0.0010008811950683594
10000,naive_algorithm,-1,574741,584741,0.04599881172180176
1000,naive_algorithm,-1,358771,359771,0.004000186920166016
100,sieve_of_sundaram,-1,272366,272466,0.11499977111816406
10,naive_algorithm,-1,181960,181970,0.0
100,sieve_of_eratosthenes,-1,617831,617931,0.08100032806396484
100,sieve_of_sundaram,-1,297735,297835,0.12299966812133789
10000,naive_algorithm,-1,805487,815487,0.05500173568725586
100,sieve_of_sundaram,-1,752841,752941,0.3249986171722412
10,naive_algorithm,-1,954364,954374,0.0
100,sieve_of_sundaram,-1,156104,156204,0.059999942779541016
100,naive_algorithm,-1,331618,331718,0.0
1000,sieve_of_eratosthenes,-1,37327,38327,0.005033016204833984
1000,naive_algorithm,-1,3393,4393,0.0010039806365966797
100,sieve_of_sundaram,-1,25138,25238,0.00699925422668457
10,naive_algorithm,-1,324098,324108,0.0010228157043457031
10,naive_algorithm,-1,590899,590909,0.0
1000,naive_algorithm,-1,68534,69534,0.0009770393371582031
10000,sieve_of_eratosthenes,-1,412480,422480,0.049968719482421875
10000,sieve_of_eratosthenes,-1,181569,191569,0.02299809455871582
100,naive_algorithm,-1,565054,565154,0.0010001659393310547
10,sieve_of_eratosthenes,-1,245789,245799,0.0299990177154541
10,naive_algorithm,-1,406436,406446,0.0
10,sieve_of_eratosthenes,-1,397680,397690,0.04800105094909668
10,sieve_of_eratosthenes,-1,151346,151356,0.017998933792114258
10000,sieve_of_eratosthenes,-1,668967,678967,0.08899998664855957
10000,naive_algorithm,-1,807270,817270,0.051999807357788086
100,sieve_of_sundaram,-1,182929,183029,0.07100129127502441
100,sieve_of_sundaram,-1,196598,196698,0.07603573799133301
10000,sieve_of_eratosthenes,-1,75045,85045,0.007963418960571289
10,sieve_of_sundaram,-1,207509,207519,0.08100032806396484
1000,sieve_of_sundaram,-1,344903,345903,0.14299988746643066
10,sieve_of_sundaram,-1,398443,398453,0.1659996509552002
10,naive_algorithm,-1,373771,373781,0.0
1000,sieve_of_eratosthenes,-1,778004,779004,0.10200071334838867
1000,sieve_of_sundaram,-1,300348,301348,0.12000107765197754
100,naive_algorithm,-1,760310,760410,0.0010023117065429688
100,naive_algorithm,-1,950137,950237,0.0009989738464355469
1000,sieve_of_sundaram,-1,432690,433690,0.18303322792053223
1000,naive_algorithm,-1,607272,608272,0.004998922348022461
10000,sieve_of_eratosthenes,-1,11029,21029,0.0020003318786621094
10000,naive_algorithm,-1,360196,370196,0.038964033126831055
100,naive_algorithm,-1,228886,228986,0.0
100,sieve_of_sundaram,-1,638257,638357,0.27204465866088867
100,sieve_of_sundaram,-1,212805,212905,0.08595681190490723
1000,sieve_of_sundaram,-1,64239,65239,0.022999048233032227
100,sieve_of_eratosthenes,-1,56041,56141,0.006000041961669922
1000,sieve_of_sundaram,-1,917432,918432,0.4070415496826172
10,sieve_of_eratosthenes,-1,760043,760053,0.0919952392578125
10000,sieve_of_sundaram,-1,103474,113474,0.0409998893737793
100,sieve_of_sundaram,-1,245104,245204,0.09596657752990723
10000,sieve_of_sundaram,-1,794469,804469,0.3500020503997803
1000,naive_algorithm,-1,632552,633552,0.004998445510864258
10000,sieve_of_sundaram,-1,912145,922145,0.42299842834472656
100,sieve_of_eratosthenes,-1,807544,807644,0.10000014305114746
10000,sieve_of_eratosthenes,-1,183503,193503,0.021999597549438477
1000,sieve_of_sundaram,-1,610591,611591,0.2630019187927246
1000,sieve_of_sundaram,-1,675452,676452,0.2989969253540039
100,sieve_of_sundaram,-1,70231,70331,0.025999784469604492
100,sieve_of_eratosthenes,-1,50322,50422,0.005000114440917969
1000,sieve_of_sundaram,-1,567073,568073,0.2389998435974121
10,naive_algorithm,-1,635513,635523,0.0
100,sieve_of_eratosthenes,-1,219854,219954,0.02700018882751465
100,sieve_of_sundaram,-1,695079,695179,0.3059999942779541
1000,sieve_of_eratosthenes,-1,876502,877502,0.11103320121765137
1000,sieve_of_sundaram,-1,978380,979380,0.4529690742492676
100,naive_algorithm,-1,569369,569469,0.0010013580322265625
10000,naive_algorithm,-1,29195,39195,0.016029834747314453
10,sieve_of_eratosthenes,-1,731821,731831,0.09196734428405762
1000,naive_algorithm,-1,513892,514892,0.004999399185180664
1000,sieve_of_eratosthenes,-1,468830,469830,0.06000018119812012
10000,sieve_of_sundaram,-1,812818,822818,0.3674919605255127
10,sieve_of_eratosthenes,-1,905792,905802,0.12000179290771484
100,naive_algorithm,-1,480854,480954,0.0
100,sieve_of_sundaram,-1,426957,427057,0.1809992790222168
100,naive_algorithm,-1,727736,727836,0.0
100,sieve_of_sundaram,-1,472379,472479,0.20096111297607422
100,sieve_of_sundaram,-1,183381,183481,0.07138180732727051
10,sieve_of_sundaram,-1,439741,439751,0.18800020217895508
100,naive_algorithm,-1,781356,781456,0.001001119613647461
10,sieve_of_sundaram,-1,439335,439345,0.19500064849853516
1000,naive_algorithm,-1,115091,116091,0.0020003318786621094
10,sieve_of_eratosthenes,-1,886763,886773,0.11500000953674316
100,sieve_of_eratosthenes,-1,191799,191899,0.022031068801879883
1000,sieve_of_eratosthenes,-1,869577,870577,0.11200308799743652
10,sieve_of_sundaram,-1,494009,494019,0.2139594554901123
100,sieve_of_eratosthenes,-1,629672,629772,0.0839996337890625
100,sieve_of_eratosthenes,-1,162208,162308,0.018999814987182617
1000,naive_algorithm,-1,296647,297647,0.002999544143676758
1000,sieve_of_sundaram,-1,467930,468930,0.1960008144378662
10,naive_algorithm,-1,653681,653691,0.0
10000,sieve_of_eratosthenes,-1,335751,345751,0.0429995059967041
100,sieve_of_sundaram,-1,512081,512181,0.21699953079223633
100,sieve_of_eratosthenes,-1,783690,783790,0.10699987411499023
1000,sieve_of_sundaram,-1,848362,849362,0.37199902534484863
1000,sieve_of_eratosthenes,-1,293810,294810,0.03903841972351074
10000,sieve_of_eratosthenes,-1,608727,618727,0.0749661922454834
10000,naive_algorithm,-1,895764,905764,0.05399465560913086
10000,sieve_of_sundaram,-1,818507,828507,0.37400078773498535
1000,naive_algorithm,-1,878417,879417,0.004984855651855469
100,sieve_of_eratosthenes,-1,39089,39189,0.004000425338745117
100,sieve_of_sundaram,-1,551793,551893,0.23803424835205078
10,naive_algorithm,-1,439411,439421,0.0
1000,sieve_of_eratosthenes,-1,918606,919606,0.12296199798583984
10,sieve_of_sundaram,-1,132449,132459,0.04999899864196777
1000,sieve_of_sundaram,-1,451423,452423,0.18999981880187988
10000,naive_algorithm,-1,663062,673062,0.04998612403869629
10,sieve_of_eratosthenes,-1,225196,225206,0.027999162673950195
1000,naive_algorithm,-1,481523,482523,0.005049467086791992
1000,sieve_of_sundaram,-1,986782,987782,0.45595407485961914
10000,sieve_of_sundaram,-1,257274,267274,0.10902953147888184
10,sieve_of_eratosthenes,-1,24156,24166,0.003000974655151367
10,naive_algorithm,-1,111513,111523,0.0
100,sieve_of_eratosthenes,-1,926621,926721,0.12296652793884277
10,naive_algorithm,-1,145950,145960,0.0
10,sieve_of_sundaram,-1,465754,465764,0.20499968528747559
1000,sieve_of_sundaram,-1,86569,87569,0.03199958801269531
10000,naive_algorithm,-1,230441,240441,0.03299999237060547
100,sieve_of_eratosthenes,-1,885816,885916,0.11600041389465332
100,sieve_of_eratosthenes,-1,7682,7782,0.0010004043579101562
100,sieve_of_eratosthenes,-1,504434,504534,0.062001705169677734
100,sieve_of_eratosthenes,-1,143561,143661,0.01699995994567871
100,sieve_of_eratosthenes,-1,659135,659235,0.08287644386291504
10,sieve_of_eratosthenes,-1,429753,429763,0.05704617500305176
1000,naive_algorithm,-1,520202,521202,0.003993511199951172
1000,sieve_of_eratosthenes,-1,500745,501745,0.06299948692321777
10,naive_algorithm,-1,967624,967634,0.0
100,naive_algorithm,-1,956100,956200,0.0
100,sieve_of_sundaram,-1,610443,610543,0.26700735092163086
10000,sieve_of_sundaram,-1,411763,421763,0.1799912452697754
10,sieve_of_eratosthenes,-1,516995,517005,0.06800723075866699
100,sieve_of_eratosthenes,-1,559715,559815,0.06899452209472656
10,sieve_of_sundaram,-1,346074,346084,0.14200496673583984
10,naive_algorithm,-1,164913,164923,0.0
1000,naive_algorithm,-1,663391,664391,0.004995584487915039
1000,sieve_of_sundaram,-1,716914,717914,0.3119633197784424
10,sieve_of_eratosthenes,-1,926465,926475,0.12000060081481934
100,sieve_of_sundaram,-1,844675,844775,0.38003993034362793
1000,naive_algorithm,-1,727810,728810,0.004995107650756836
1000,sieve_of_sundaram,-1,42003,43003,0.015006780624389648
10,sieve_of_sundaram,-1,803599,803609,0.3459925651550293
1000,sieve_of_sundaram,-1,175479,176479,0.0670003890991211
10000,sieve_of_sundaram,-1,118606,128606,0.0493006706237793
1000,sieve_of_eratosthenes,-1,33399,34399,0.0029997825622558594
10000,sieve_of_sundaram,-1,685957,695957,0.3140404224395752
1000,naive_algorithm,-1,517610,518610,0.0039958953857421875
10,sieve_of_eratosthenes,-1,271135,271145,0.03296327590942383
10000,sieve_of_sundaram,-1,851284,861284,0.3770020008087158
10000,naive_algorithm,-1,480308,490308,0.042996883392333984
1000,sieve_of_sundaram,-1,764442,765442,0.34000062942504883
100,sieve_of_eratosthenes,-1,377068,377168,0.04799985885620117
10,sieve_of_eratosthenes,-1,701948,701958,0.08900189399719238
100,sieve_of_eratosthenes,-1,528736,528836,0.06603240966796875
10,sieve_of_sundaram,-1,956631,956641,0.4249684810638428
1000,naive_algorithm,-1,626503,627503,0.004998683929443359
10000,sieve_of_eratosthenes,-1,767983,777983,0.09999847412109375
10000,sieve_of_sundaram,-1,542520,552520,0.24299883842468262
1000,sieve_of_sundaram,-1,286657,287657,0.11703872680664062
1000,naive_algorithm,-1,347021,348021,0.0049953460693359375
10000,sieve_of_sundaram,-1,76153,86153,0.02998661994934082
10000,sieve_of_sundaram,-1,794014,804014,0.35797929763793945
100,sieve_of_sundaram,-1,190945,191045,0.0709996223449707
10000,sieve_of_sundaram,-1,602320,612320,0.2583749294281006
100,naive_algorithm,-1,144802,144902,0.0
100,naive_algorithm,-1,268465,268565,0.0
1000,sieve_of_eratosthenes,-1,857951,858951,0.11803889274597168
1000,sieve_of_eratosthenes,-1,838270,839270,0.10700082778930664
10,naive_algorithm,-1,499689,499699,0.0
1000,sieve_of_sundaram,-1,353599,354599,0.14499998092651367
1000,sieve_of_eratosthenes,-1,487182,488182,0.06199502944946289
100,sieve_of_eratosthenes,-1,590311,590411,0.07399773597717285
1000,naive_algorithm,-1,417718,418718,0.0040013790130615234
10,naive_algorithm,-1,374893,374903,0.0
10,naive_algorithm,-1,617798,617808,0.0009982585906982422
100,naive_algorithm,-1,772600,772700,0.0
100,naive_algorithm,-1,267774,267874,0.0010027885437011719
10,sieve_of_sundaram,-1,132861,132871,0.050963640213012695
10000,sieve_of_sundaram,-1,753967,763967,0.3330366611480713
10000,sieve_of_eratosthenes,-1,47835,57835,0.00600123405456543
10,sieve_of_eratosthenes,-1,446357,446367,0.05499744415283203
10000,sieve_of_eratosthenes,-1,418530,428530,0.052001237869262695
10000,naive_algorithm,-1,121588,131588,0.023964643478393555
100,sieve_of_eratosthenes,-1,986065,986165,0.12900161743164062
1000,sieve_of_eratosthenes,-1,621033,622033,0.08804082870483398
10,sieve_of_eratosthenes,-1,346067,346077,0.04295849800109863
1000,sieve_of_eratosthenes,-1,817957,818957,0.1060023307800293
10,sieve_of_sundaram,-1,30654,30664,0.010034561157226562
1000,sieve_of_eratosthenes,-1,481207,482207,0.06099128723144531
10,sieve_of_sundaram,-1,781112,781122,0.3420119285583496
10,sieve_of_sundaram,-1,190624,190634,0.07604336738586426
100,sieve_of_sundaram,-1,268918,269018,0.10899567604064941
10000,sieve_of_sundaram,-1,23631,33631,0.011005163192749023
1000,naive_algorithm,-1,398766,399766,0.003997087478637695
10,naive_algorithm,-1,818182,818192,0.0
100,sieve_of_eratosthenes,-1,328369,328469,0.04199719429016113
10000,naive_algorithm,-1,12950,22950,0.012997627258300781
100,naive_algorithm,-1,167881,167981,0.0
10,sieve_of_sundaram,-1,284210,284220,0.11700153350830078
10,sieve_of_eratosthenes,-1,101274,101284,0.010998249053955078
100,sieve_of_sundaram,-1,803729,803829,0.35996580123901367
10000,naive_algorithm,-1,109240,119240,0.024033546447753906
100,naive_algorithm,-1,594492,594592,0.0010025501251220703
100,naive_algorithm,-1,456744,456844,0.0
10000,naive_algorithm,-1,535905,545905,0.0449984073638916
10,sieve_of_eratosthenes,-1,316928,316938,0.03900551795959473
1000,sieve_of_sundaram,-1,438536,439536,0.18599510192871094
10000,naive_algorithm,-1,134637,144637,0.025006532669067383
1000,sieve_of_sundaram,-1,834903,835903,0.3650016784667969
10000,sieve_of_sundaram,-1,869765,879765,0.3959946632385254
10000,sieve_of_eratosthenes,-1,261347,271347,0.03199934959411621
1000,naive_algorithm,-1,224117,225117,0.003002166748046875
10000,naive_algorithm,-1,98696,108696,0.023998498916625977
10000,sieve_of_eratosthenes,-1,190694,200694,0.0240023136138916
10,sieve_of_eratosthenes,-1,397373,397383,0.048005104064941406
10,sieve_of_eratosthenes,-1,908579,908589,0.11395978927612305
10,sieve_of_sundaram,-1,430979,430989,0.1800398826599121
10,naive_algorithm,-1,217138,217148,0.0
100,sieve_of_eratosthenes,-1,578927,579027,0.07300496101379395
10000,sieve_of_eratosthenes,-1,722783,732783,0.09703350067138672
10,naive_algorithm,-1,510437,510447,0.0
10000,sieve_of_eratosthenes,-1,782715,792715,0.09996724128723145
10,sieve_of_eratosthenes,-1,283664,283674,0.035025835037231445
100,naive_algorithm,-1,791028,791128,0.0009734630584716797
10000,sieve_of_sundaram,-1,59466,69466,0.026032447814941406
10000,naive_algorithm,-1,150772,160772,0.028002023696899414
100,naive_algorithm,-1,547812,547912,0.0
100,sieve_of_sundaram,-1,802913,803013,0.3679656982421875
10,sieve_of_eratosthenes,-1,667204,667214,0.08003044128417969
10,sieve_of_sundaram,-1,909121,909131,0.4030029773712158
10000,sieve_of_eratosthenes,-1,649271,659271,0.08200407028198242
100,naive_algorithm,-1,566104,566204,0.0009999275207519531
1000,sieve_of_eratosthenes,-1,915280,916280,0.11799931526184082
10000,sieve_of_eratosthenes,-1,80410,90410,0.009003639221191406
100,naive_algorithm,-1,295128,295228,0.0010056495666503906
10000,sieve_of_sundaram,-1,546082,556082,0.23698735237121582
1000,naive_algorithm,-1,913091,914091,0.00500035285949707
1000,naive_algorithm,-1,606144,607144,0.004999637603759766
10000,sieve_of_eratosthenes,-1,291975,301975,0.037995338439941406
1000,sieve_of_sundaram,-1,196805,197805,0.07799911499023438
100,sieve_of_eratosthenes,-1,672863,672963,0.08600282669067383
100,sieve_of_eratosthenes,-1,206775,206875,0.02499675750732422
100,naive_algorithm,-1,396532,396632,0.0010046958923339844
10,naive_algorithm,-1,540830,540840,0.0
10,sieve_of_eratosthenes,-1,779057,779067,0.10899519920349121
10000,sieve_of_sundaram,-1,153626,163626,0.06301259994506836
100,sieve_of_eratosthenes,-1,959499,959599,0.12600088119506836
1000,sieve_of_sundaram,-1,290332,291332,0.11900138854980469
10,sieve_of_sundaram,-1,554458,554468,0.24399137496948242
1000,sieve_of_eratosthenes,-1,75243,76243,0.009004592895507812
1000,sieve_of_eratosthenes,-1,173146,174146,0.022002696990966797
10000,naive_algorithm,-1,741656,751656,0.048954010009765625
10,naive_algorithm,-1,180443,180453,0.0
100,sieve_of_eratosthenes,-1,13533,13633,0.0010004043579101562
10000,sieve_of_sundaram,-1,6826,16826,0.005998849868774414
10,sieve_of_eratosthenes,-1,954886,954896,0.12103748321533203
10000,naive_algorithm,-1,120916,130916,0.025999784469604492
100,sieve_of_eratosthenes,-1,290055,290155,0.03499865531921387
1000,naive_algorithm,-1,927589,928589,0.005999088287353516
1000,sieve_of_sundaram,-1,640440,641440,0.27500319480895996
10000,naive_algorithm,-1,462672,472672,0.044960975646972656
10000,sieve_of_eratosthenes,-1,824791,834791,0.10902738571166992
10,sieve_of_eratosthenes,-1,163956,163966,0.01900005340576172
10000,sieve_of_eratosthenes,-1,463785,473785,0.05801248550415039
10,naive_algorithm,-1,703487,703497,0.0
10,naive_algorithm,-1,324992,325002,0.0
1000,sieve_of_sundaram,-1,92025,93025,0.03299689292907715
10000,naive_algorithm,-1,46445,56445,0.016991138458251953
10000,sieve_of_eratosthenes,-1,385266,395266,0.05302619934082031
10,sieve_of_sundaram,-1,738050,738060,0.32399511337280273
10,sieve_of_eratosthenes,-1,870377,870387,0.11500668525695801
10,sieve_of_sundaram,-1,551721,551731,0.2370014190673828
10000,sieve_of_eratosthenes,-1,489648,499648,0.06500101089477539
1000,sieve_of_sundaram,-1,871570,872570,0.3929917812347412
1000,sieve_of_eratosthenes,-1,972637,973637,0.1289997100830078
10,sieve_of_sundaram,-1,424859,424869,0.17499876022338867
100,sieve_of_eratosthenes,-1,40913,41013,0.004970550537109375
1000,sieve_of_sundaram,-1,443253,444253,0.18603897094726562
100,sieve_of_sundaram,-1,758373,758473,0.33395886421203613
10000,naive_algorithm,-1,526197,536197,0.0450282096862793
1000,naive_algorithm,-1,517659,518659,0.0040056705474853516
100,sieve_of_sundaram,-1,252301,252401,0.1009676456451416
10,sieve_of_eratosthenes,-1,848648,848658,0.11103343963623047
100,sieve_of_eratosthenes,-1,844259,844359,0.10996556282043457
1000,naive_algorithm,-1,275631,276631,0.002999544143676758
100,sieve_of_eratosthenes,-1,233245,233345,0.027032852172851562
1000,naive_algorithm,-1,351845,352845,0.004000425338745117
10,naive_algorithm,-1,567850,567860,0.0
10,sieve_of_sundaram,-1,218867,218877,0.08800315856933594
100,sieve_of_eratosthenes,-1,645849,645949,0.07899737358093262
100,naive_algorithm,-1,97554,97654,0.0010018348693847656
10,naive_algorithm,-1,593766,593776,0.0
10000,naive_algorithm,-1,775325,785325,0.05596780776977539
10,naive_algorithm,-1,542217,542227,0.0
1000,naive_algorithm,-1,555409,556409,0.00403285026550293
100,sieve_of_eratosthenes,-1,481562,481662,0.06196475028991699
10,sieve_of_sundaram,-1,701652,701662,0.31104040145874023
10,naive_algorithm,-1,717916,717926,0.0
100,naive_algorithm,-1,29211,29311,0.0
1000,naive_algorithm,-1,855463,856463,0.00499725341796875
100,sieve_of_sundaram,-1,267033,267133,0.1100010871887207
100,naive_algorithm,-1,793174,793274,0.0009953975677490234
10,sieve_of_eratosthenes,-1,473084,473094,0.06100606918334961
10000,naive_algorithm,-1,207062,217062,0.031000852584838867
10,naive_algorithm,-1,933287,933297,0.0
10000,sieve_of_sundaram,-1,542215,552215,0.23496103286743164
1000,sieve_of_eratosthenes,-1,934989,935989,0.1220395565032959
100,naive_algorithm,-1,251135,251235,0.0009925365447998047
10000,naive_algorithm,-1,906034,916034,0.05800604820251465
1000,sieve_of_sundaram,-1,570917,571917,0.2469618320465088
10,sieve_of_eratosthenes,-1,837866,837876,0.12103486061096191
1000,sieve_of_eratosthenes,-1,580091,581091,0.07300019264221191
1000,sieve_of_sundaram,-1,532824,533824,0.22700762748718262
10,naive_algorithm,-1,554289,554299,0.0
1000,sieve_of_eratosthenes,-1,594387,595387,0.07400083541870117
10000,sieve_of_eratosthenes,-1,388681,398681,0.04899740219116211
10000,sieve_of_sundaram,-1,893957,903957,0.40499329566955566
1000,naive_algorithm,-1,379543,380543,0.003999948501586914
10000,sieve_of_sundaram,-1,45170,55170,0.0189974308013916
100,naive_algorithm,-1,235059,235159,0.0009999275207519531
10000,naive_algorithm,-1,123430,133430,0.026005268096923828
100,naive_algorithm,-1,390154,390254,0.0
10,sieve_of_eratosthenes,-1,930274,930284,0.12099766731262207
100,naive_algorithm,-1,112707,112807,0.0
1000,naive_algorithm,-1,410014,411014,0.003997325897216797
1000,naive_algorithm,-1,417649,418649,0.004000186920166016
10000,sieve_of_sundaram,-1,24666,34666,0.01296544075012207
100,sieve_of_eratosthenes,-1,901330,901430,0.12103581428527832
10,sieve_of_eratosthenes,-1,249024,249034,0.030024290084838867
10000,sieve_of_eratosthenes,-1,898679,908679,0.11900949478149414
10,sieve_of_sundaram,-1,452351,452361,0.1869947910308838
10,sieve_of_sundaram,-1,567698,567708,0.24601101875305176
10,sieve_of_sundaram,-1,748029,748039,0.33399367332458496
10000,sieve_of_sundaram,-1,20628,30628,0.010000228881835938
10,naive_algorithm,-1,935937,935947,0.0
1000,sieve_of_eratosthenes,-1,296091,297091,0.03699135780334473
100,sieve_of_sundaram,-1,794635,794735,0.35097694396972656
10000,sieve_of_sundaram,-1,988897,998897,0.4540443420410156
10000,naive_algorithm,-1,951572,961572,0.055985450744628906
10,sieve_of_sundaram,-1,718070,718080,0.31096696853637695
100,sieve_of_eratosthenes,-1,275199,275299,0.033031463623046875
10000,naive_algorithm,-1,889584,899584,0.05600118637084961
10000,naive_algorithm,-1,272979,282979,0.033998966217041016
100,sieve_of_sundaram,-1,105791,105891,0.03800010681152344
1000,sieve_of_eratosthenes,-1,385259,386259,0.046000003814697266
10000,sieve_of_sundaram,-1,603949,613949,0.27800774574279785
100,sieve_of_eratosthenes,-1,955676,955776,0.12399959564208984
10,sieve_of_eratosthenes,-1,570467,570477,0.07100224494934082
10000,sieve_of_sundaram,-1,997228,1007228,0.4549894332885742
100,sieve_of_sundaram,-1,24362,24462,0.008001089096069336
100,sieve_of_sundaram,-1,641575,641675,0.2789590358734131
10,sieve_of_eratosthenes,-1,611896,611906,0.07703399658203125
100,sieve_of_sundaram,-1,328836,328936,0.1319599151611328
1000,sieve_of_eratosthenes,-1,184905,185905,0.025027751922607422
100,naive_algorithm,-1,588343,588443,0.0
1000,sieve_of_sundaram,-1,318355,319355,0.13001275062561035
10,sieve_of_sundaram,-1,328861,328871,0.13698744773864746
100,naive_algorithm,-1,718667,718767,0.0010232925415039062
10000,sieve_of_sundaram,-1,315217,325217,0.13199281692504883
100,naive_algorithm,-1,370173,370273,0.0009899139404296875
10000,sieve_of_eratosthenes,-1,108742,118742,0.013006925582885742
